m,TagName,
"2020-12-01 00:00:00","javascript","18576"
"2020-12-01 00:00:00","assembly","317"
"2020-12-01 00:00:00","c#","6506"
"2020-12-01 00:00:00","c","2793"
"2020-12-01 00:00:00","c++","4851"
"2020-12-01 00:00:00","java","9385"
"2020-12-01 00:00:00","python","25616"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5581"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","560"
"2020-12-01 00:00:00","r","4964"
"2020-12-01 00:00:00","swift","2449"
"2021-01-01 00:00:00","java","9645"
"2021-01-01 00:00:00","javascript","19717"
"2021-01-01 00:00:00","c++","4549"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","334"
"2021-01-01 00:00:00","c","2762"
"2021-01-01 00:00:00","python","26602"
"2021-01-01 00:00:00","c#","6977"
"2021-01-01 00:00:00","r","5026"
"2021-01-01 00:00:00","php","5731"
"2021-01-01 00:00:00","ruby","590"
"2021-01-01 00:00:00","go","607"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2783"
"2021-02-01 00:00:00","delphi","203"
"2021-02-01 00:00:00","javascript","18079"
"2021-02-01 00:00:00","perl","134"
"2021-02-01 00:00:00","java","9225"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6618"
"2021-02-01 00:00:00","r","5011"
"2021-02-01 00:00:00","c","2365"
"2021-02-01 00:00:00","python","25135"
"2021-02-01 00:00:00","php","5303"
"2021-02-01 00:00:00","c++","4490"
"2021-02-01 00:00:00","go","631"
"2021-02-01 00:00:00","ruby","604"
"2021-02-01 00:00:00","swift","2736"
"2021-03-01 00:00:00","assembly","341"
"2021-03-01 00:00:00","c++","4765"
"2021-03-01 00:00:00","c","2674"
"2021-03-01 00:00:00","c#","7358"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","19952"
"2021-03-01 00:00:00","java","10506"
"2021-03-01 00:00:00","go","830"
"2021-03-01 00:00:00","php","5642"
"2021-03-01 00:00:00","ruby","571"
"2021-03-01 00:00:00","python","28376"
"2021-03-01 00:00:00","swift","2926"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6023"
"2021-04-01 00:00:00","java","9585"
"2021-04-01 00:00:00","c#","6818"
"2021-04-01 00:00:00","perl","143"
"2021-04-01 00:00:00","javascript","18834"
"2021-04-01 00:00:00","assembly","344"
"2021-04-01 00:00:00","c++","4387"
"2021-04-01 00:00:00","c","2477"
"2021-04-01 00:00:00","php","5185"
"2021-04-01 00:00:00","python","26813"
"2021-04-01 00:00:00","swift","2550"
"2021-04-01 00:00:00","r","5554"
"2021-04-01 00:00:00","ruby","610"
"2021-04-01 00:00:00","delphi","188"
"2021-04-01 00:00:00","go","692"
"2021-05-01 00:00:00","c++","4949"
"2021-05-01 00:00:00","delphi","181"
"2021-05-01 00:00:00","java","10417"
"2021-05-01 00:00:00","c","2414"
"2021-05-01 00:00:00","python","27665"
"2021-05-01 00:00:00","c#","7089"
"2021-05-01 00:00:00","assembly","370"
"2021-05-01 00:00:00","go","752"
"2021-05-01 00:00:00","swift","2308"
"2021-05-01 00:00:00","javascript","19589"
"2021-05-01 00:00:00","perl","129"
"2021-05-01 00:00:00","r","5555"
"2021-05-01 00:00:00","ruby","465"
"2021-05-01 00:00:00","php","5688"
